bcell,epi,fib
1,0.402869664085462,0.282163088164634,0.314967247749903
2,0.268800811525976,0.519968283967346,0.211230904506678
3,0.226648301664978,0.387180009785218,0.386171688549805
4,0.162980907312259,0.389823278005094,0.447195814682647
5,0.416367701895649,0.388134133913542,0.195498164190809
6,0.304692064208067,0.410776500868667,0.284531434923266
7,0.311294529031791,0.265340659345962,0.423364811622247
8,0.393020230749767,0.327780602587118,0.279199166663114
9,0.368727743762841,0.363163673533219,0.268108582703941
10,0.316802260372929,0.475101003370682,0.208096736256389
11,0.350454960444816,0.296364026669064,0.35318101288612
12,0.266540882673227,0.407407732024419,0.326051385302354
13,0.219728237514681,0.432847630154339,0.34742413233098
14,0.273678218138959,0.239993536584797,0.486328245276244
15,0.29152047531882,0.406839219834374,0.301640304846806
16,0.577784486279282,0.150011928314317,0.272203585406401
17,0.389955070098869,0.36345995589125,0.246584974009881
18,0.35581231176807,0.355755229887696,0.288432458344233
19,0.404187166899021,0.240185725604525,0.355627107496454
20,0.37068779326713,0.335876339053015,0.293435867679855
21,0.248436070178624,0.270385448576197,0.481178481245179
22,0.254075337104067,0.542752342761324,0.203172320134609
23,0.18431492641508,0.283775081621772,0.531909991963148
24,0.401648804034879,0.408916385146788,0.189434810818333
25,0.335002820720993,0.3549688056059,0.310028373673107
26,0.28202882708474,0.438141757005956,0.279829415909304
27,0.295542700452353,0.360488596174843,0.343968703372804
28,0.257113266508515,0.326295503335819,0.416591230155667
29,0.306463932494421,0.306677622509739,0.38685844499584
30,0.345598049489465,0.404070103588915,0.25033184692162
31,0.346866390334752,0.327525507260786,0.325608102404462
32,0.377095150037249,0.298336985286442,0.324567864676309
33,0.269071606544739,0.400081548989097,0.330846844466163
34,0.314659339557461,0.287819204380472,0.397521456062066
35,0.370724788540066,0.278115127652747,0.351160083807186
36,0.265984752683261,0.38592577146589,0.348089475850849
37,0.297709837746352,0.345313657251158,0.35697650500249
38,0.377109119319643,0.273317929623665,0.349572951056692
39,0.517981787829819,0.329001480660679,0.153016731509501
40,0.329344357434824,0.388694999830927,0.281960642734249
41,0.467932082043897,0.274080577082808,0.257987340873295
42,0.279192568703458,0.327826139833324,0.392981291463218
43,0.360518449412197,0.278586910876748,0.360894639711055
44,0.308787170552103,0.269963487866456,0.421249341581442
45,0.257945077704681,0.462588606342261,0.279466315953058
46,0.231037888809407,0.550615219904381,0.218346891286212
47,0.283098212871216,0.293318888450501,0.423582898678283
48,0.300696818668859,0.251935548502756,0.447367632828385
49,0.317740815967853,0.343136728311678,0.339122455720469
50,0.43221568382174,0.311192436831619,0.256591879346641
51,0.425830978576151,0.268992344309093,0.305176677114755
52,0.296097236519084,0.339501620487476,0.36440114299344
53,0.329267781517237,0.318906558875923,0.351825659606839
54,0.206306598653441,0.343975544719443,0.449717856627116
55,0.41875987681149,0.352444144948654,0.228795978239856
56,0.274951775379116,0.318629258685229,0.406418965935656
57,0.294758455223993,0.282734868105767,0.42250667667024
58,0.493449828670716,0.198766175815159,0.307783995514125
59,0.259301880461197,0.43752330650321,0.303174813035594
60,0.34320469517683,0.239739328668047,0.417055976155123
61,0.289404603137299,0.345615442150974,0.364979954711727
62,0.248808625843727,0.398366632887253,0.35282474126902
63,0.347063869560915,0.408128863226744,0.244807267212342
64,0.187643657921158,0.253006147861698,0.559350194217144
65,0.383054884934528,0.260570126462346,0.356374988603127
66,0.226406761630704,0.452353852140272,0.321239386229024
67,0.233280907610014,0.355623375998947,0.411095716391039
68,0.13542874742124,0.589478939081017,0.275092313497743
69,0.379411548604247,0.247747421210111,0.372841030185641
70,0.184641013572642,0.379091659434114,0.436267326993245
71,0.368702577562381,0.319261844488544,0.312035577949075
72,0.279750421377623,0.464090930971069,0.256158647651308
73,0.346592006491885,0.277010597603175,0.376397395904941
74,0.376735213843664,0.287551623989608,0.335713162166729
75,0.470265685973798,0.225153019167193,0.304581294859008
76,0.439574113267935,0.379797491725306,0.180628395006758
77,0.336788408867691,0.361000649572335,0.302210941559974
78,0.512287829111891,0.211923994686774,0.275788176201335
79,0.351129762647294,0.327494239475582,0.321375997877124
80,0.283880830865872,0.397557725607133,0.318561443526995
81,0.484966707212371,0.225908678544555,0.289124614243074
82,0.419700450928668,0.216983857963024,0.363315691108308
83,0.402687712266056,0.366285332007274,0.23102695572667
84,0.483499729792183,0.368336517032633,0.148163753175184
85,0.33140089010021,0.315402438033327,0.353196671866463
86,0.280647422740733,0.463268912663547,0.256083664595719
87,0.159902844703709,0.414289596491414,0.425807558804876
88,0.370726950258879,0.173257091238395,0.456015958502726
89,0.294374606822729,0.358513558152002,0.347111835025268
90,0.158437077720676,0.373303172686586,0.468259749592739
91,0.358375395781781,0.244702148366209,0.39692245585201
92,0.260272581697422,0.180395259042023,0.559332159260555
93,0.244794484637524,0.321215376793444,0.433990138569032
94,0.27772977112176,0.343110813485412,0.379159415392828
95,0.301691898549474,0.305852284860103,0.392455816590424
96,0.335539317298264,0.519377595430683,0.145083087271053
97,0.118332033747357,0.44636469546799,0.435303270784653
98,0.23800097757774,0.414962445234295,0.347036577187965
99,0.336346519629115,0.299063961188716,0.364589519182169
100,0.398943109543457,0.34957938197725,0.251477508479293
