bcell,epi,fib
1,0.082170125265023,0.117673209118054,0.800156665616923
2,0.493259403041443,0.471212491654638,0.0355281053039198
3,0.319679143824621,0.636540158888863,0.0437806972865157
4,0.479542532311086,0.514050738257165,0.00640672943174873
5,0.534485405521299,0.283788282192128,0.181726312286572
6,0.766833522582875,0.120488443063777,0.112678034353348
7,0.66664705481092,0.0753562719057634,0.257996673283316
8,0.669820544355017,0.188594175374433,0.14158528027055
9,0.553440129060335,0.0995020486134631,0.347057822326202
10,0.0201256319226528,0.917727053016036,0.0621473150613112
11,0.29294095083897,0.273700798526741,0.433358250634289
12,0.177479078172445,0.342627034937559,0.479893886889996
13,0.103327805234792,0.282047101851952,0.614625092913257
14,0.0412102486422176,0.126105167524646,0.832684583833137
15,0.483328477573617,0.0339999823658962,0.482671540060487
16,0.0483909643185057,0.377245896182768,0.574363139498726
17,0.303057300172221,0.0558384802641179,0.641104219563661
18,0.00613681319882324,0.855197200416837,0.13866598638434
19,0.225433285063539,0.0351902136586621,0.739376501277799
20,0.108381945612041,0.296398448869573,0.595219605518386
21,0.334127783959007,0.184934301873996,0.480937914166997
22,0.906924771567918,0.0542153278483621,0.0388599005837201
23,0.308898793680835,0.0791664050534095,0.611934801265756
24,0.643453903951306,0.155772778018034,0.20077331803066
25,0.162467950936839,0.566037468962025,0.271494580101136
26,0.341412719616736,0.265196221028391,0.393391059354873
27,0.00564507542491183,0.707341406992329,0.287013517582759
28,0.157915839628531,0.0908417355933088,0.751242424778161
29,0.188926966592391,0.544811545721573,0.266261487686036
30,0.480059847190919,0.322859613150564,0.197080539658518
31,0.0106095567986298,0.967574642451749,0.0218158007496213
32,0.556763099555455,0.118302140724677,0.324934759719868
33,0.0079723430243991,0.333086829897639,0.658940827077961
34,0.297410821029125,0.681740012499316,0.0208491664715591
35,0.0782504837024001,0.631833001272346,0.289916515025254
36,0.170952960482114,0.120026243584105,0.709020795933781
37,0.202006406056413,0.550615007750775,0.247378586192812
38,0.00622603397638366,0.128285218881789,0.865488747141827
39,0.629173893305126,0.212304586196027,0.158521520498847
40,0.606931157934342,0.0509430906970274,0.342125751368631
41,0.125708321631347,0.574258054928383,0.300033623440269
42,0.164810169656245,0.491298759553243,0.343891070790512
43,0.417811406627627,0.558944835163422,0.0232437582089508
44,0.648748892852347,0.195133721800357,0.156117385347296
45,0.359532789193165,0.318844502325492,0.321622708481343
46,0.586767244661487,0.0758836363530025,0.33734911898551
47,0.899338083049484,0.0146528502644569,0.0860090666860592
48,0.142952628145201,0.75513880724836,0.101908564606439
49,0.0820411577019969,0.343496079478471,0.574462762819532
50,0.023804531450371,0.0506470576064066,0.925548410943222
51,0.583722789186795,0.0685771386043146,0.347700072208891
52,0.27678212222365,0.604545550313642,0.118672327462708
53,0.00854644889938164,0.01574222915597,0.975711321944648
54,0.104405348153323,0.45888665823634,0.436707993610337
55,0.295651800694325,0.0947243162776202,0.609623883028055
56,0.376255210873457,0.0819519327775297,0.541792856349014
57,0.103219321259508,0.51781706582204,0.378963612918452
58,0.0563129408942945,0.599743032462405,0.343944026643301
59,0.381896303444237,0.203556133692844,0.41454756286292
60,0.938398989068686,0.0595717167821593,0.00202929414915422
61,0.294006332416136,0.457382261418165,0.248611406165699
62,0.164916274518974,0.504622403817478,0.330461321663547
63,0.265525800500997,0.0047987117248324,0.729675487774171
64,0.298746347082947,0.532346012709635,0.168907640207417
65,0.321384690664677,0.200466460348554,0.47814884898677
66,0.11719399046665,0.137703001614186,0.745103007919164
67,0.801701386890915,0.0264119402163548,0.17188667289273
68,0.0494580577909999,0.496715274431373,0.453826667777627
69,0.693472968840882,0.140338820465182,0.166188210693937
70,0.137751084158955,0.131079107495102,0.731169808345943
71,0.201895222306137,0.133752287119058,0.664352490574805
72,0.607279184636211,0.318126418710463,0.0745943966533251
73,0.159107832161116,0.0861262919683979,0.754765875870487
74,0.678254424797985,0.215857359898496,0.105888215303518
75,0.05652109001273,0.568776517772657,0.374702392214613
76,0.117435398845584,0.860969851772752,0.0215947493816637
77,0.157559208008882,0.39684136507966,0.445599426911457
78,0.495926250493841,0.216010941308158,0.288062808198
79,0.116128072735258,0.349714933847832,0.53415699341691
80,0.039559040640912,0.314541077736415,0.645899881622673
81,0.649533814087041,0.119561315272485,0.230904870640474
82,0.184465300959187,0.790015826323225,0.0255188727175887
83,0.390154400610948,0.45953793692453,0.150307662464521
84,0.553209476670227,0.24843519512993,0.198355328199843
85,0.489778581678303,0.0738300230847741,0.436391395236923
86,0.10312813361616,0.382032392124928,0.514839474258912
87,0.340895407452204,0.204964246800614,0.454140345747181
88,0.537401629808992,0.216284519315886,0.246313850875122
89,0.255614407637062,0.400183635496803,0.344201956866136
90,0.233475297713844,0.401599420099879,0.364925282186276
91,0.247918898168365,0.419440192843902,0.332640908987733
92,0.569402229010194,0.393396922952897,0.0372008480369088
93,0.179330789753315,0.0657296638156698,0.754939546431015
94,0.0457312941923848,0.155545660786794,0.798723045020821
95,0.129862483946304,0.112574222604536,0.75756329344916
96,0.0267618013085687,0.796859986402511,0.17637821228892
97,0.397541021144627,0.406312143374114,0.196146835481259
98,0.596658344753495,0.0618374831210401,0.341504172125465
99,0.739825102544736,0.208061920133578,0.0521129773216854
100,0.164548957302885,0.448237562579383,0.387213480117733
